"GEO_ID";"GEO_NAME";"VARIABLE";VALUE;"UNIT";"STATUS";"STATUS_DESC";"DESC_VAL";"PERIOD_REF";"SOURCE";"LAST_UPDATE";"GEOM_CODE";"GEOM";"GEOM_PERIOD";"MAP_ID";"MAP_URL"
"6";"Kappel am Albis";"Population";1323;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"6";"Kappel am Albis";"Habitants par km² de la surface totale";167;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"7";"Knonau";"Population";2454;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"7";"Knonau";"Habitants par km² de la surface totale";379.3;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"8";"Maschwanden";"Population";644;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"8";"Maschwanden";"Habitants par km² de la surface totale";137.3;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"9";"Mettmenstetten";"Population";5707;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"9";"Mettmenstetten";"Habitants par km² de la surface totale";438;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"10";"Obfelden";"Population";5881;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"10";"Obfelden";"Habitants par km² de la surface totale";780;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"11";"Ottenbach";"Population";2973;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"11";"Ottenbach";"Habitants par km² de la surface totale";592.2;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"12";"Rifferswil";"Population";1145;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"12";"Rifferswil";"Habitants par km² de la surface totale";175.9;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"13";"Stallikon";"Population";3879;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"13";"Stallikon";"Habitants par km² de la surface totale";322.7;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"14";"Wettswil am Albis";"Population";5323;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"14";"Wettswil am Albis";"Habitants par km² de la surface totale";1411.9;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"22";"Benken (ZH)";"Population";853;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"22";"Benken (ZH)";"Habitants par km² de la surface totale";150.7;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"23";"Berg am Irchel";"Population";600;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"23";"Berg am Irchel";"Habitants par km² de la surface totale";85.6;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"24";"Buch am Irchel";"Population";1032;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"24";"Buch am Irchel";"Habitants par km² de la surface totale";101.1;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"25";"Dachsen";"Population";1971;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"25";"Dachsen";"Habitants par km² de la surface totale";730;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"26";"Dorf";"Population";721;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"26";"Dorf";"Habitants par km² de la surface totale";129.7;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"27";"Feuerthalen";"Population";3811;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"27";"Feuerthalen";"Habitants par km² de la surface totale";1536.7;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"28";"Flaach";"Population";1488;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"28";"Flaach";"Habitants par km² de la surface totale";146.3;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"29";"Flurlingen";"Population";1514;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"29";"Flurlingen";"Habitants par km² de la surface totale";625.6;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"31";"Henggart";"Population";2325;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"31";"Henggart";"Habitants par km² de la surface totale";767.3;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"33";"Kleinandelfingen";"Population";2203;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"33";"Kleinandelfingen";"Habitants par km² de la surface totale";214.1;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"34";"Laufen-Uhwiesen";"Population";1813;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"34";"Laufen-Uhwiesen";"Habitants par km² de la surface totale";288.7;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"35";"Marthalen";"Population";1953;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"35";"Marthalen";"Habitants par km² de la surface totale";138.2;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"37";"Ossingen";"Population";1703;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"37";"Ossingen";"Habitants par km² de la surface totale";130.1;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"38";"Rheinau";"Population";1290;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"38";"Rheinau";"Habitants par km² de la surface totale";144.1;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"39";"Thalheim an der Thur";"Population";1026;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"39";"Thalheim an der Thur";"Habitants par km² de la surface totale";159.3;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"40";"Trüllikon";"Population";1095;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"40";"Trüllikon";"Habitants par km² de la surface totale";114.5;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"41";"Truttikon";"Population";470;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"41";"Truttikon";"Habitants par km² de la surface totale";106.6;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"43";"Volken";"Population";384;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"43";"Volken";"Habitants par km² de la surface totale";120;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"51";"Bachenbülach";"Population";4316;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"51";"Bachenbülach";"Habitants par km² de la surface totale";1001.4;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"52";"Bassersdorf";"Population";12186;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"52";"Bassersdorf";"Habitants par km² de la surface totale";1349.5;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"53";"Bülach";"Population";24186;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"53";"Bülach";"Habitants par km² de la surface totale";1503.2;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"54";"Dietlikon";"Population";8036;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"54";"Dietlikon";"Habitants par km² de la surface totale";1890.8;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"55";"Eglisau";"Population";5667;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"55";"Eglisau";"Habitants par km² de la surface totale";625.5;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"56";"Embrach";"Population";10308;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"56";"Embrach";"Habitants par km² de la surface totale";812.3;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"57";"Freienstein-Teufen";"Population";2379;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"57";"Freienstein-Teufen";"Habitants par km² de la surface totale";283.2;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"58";"Glattfelden";"Population";5406;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"58";"Glattfelden";"Habitants par km² de la surface totale";439.9;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"59";"Hochfelden";"Population";1987;"Habitants";"A";"Normaler Wert";"";"2023-12-31";"BFS – Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
"59";"Hochfelden";"Habitants par km² de la surface totale";322;"Habitants par km²";"A";"Normaler Wert";"";"2023-12-31";"BFS – Arealstatistik der Schweiz (AREA), Statistik der Bevölkerung und der Haushalte (STATPOP)";"2024-08-08";"polg";"Communes";"2023-01-01";"27876";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/27876_fr.html"
